id_hcn,site,date_int_ref,DATE_INIT_ASSESS,OUTCOME_CATEGORY_DESC
430c,h,2013-09-19,2013-09-24,g
14517c,a,2017-10-27,2017-10-30,g
9091c,c,2012-07-31,2012-08-04,b
13878c,i,2021-12-04,2021-12-16,j
11016c,g,2019-02-22,2019-03-01,f
14784c,g,2020-01-09,2020-01-15,a
10279c,a,2015-03-11,2015-03-20,c
6397,a,2011-11-03,2011-11-08,i
11004c,f,2013-05-05,2013-05-24,h
2577c,g,2010-12-19,2010-12-26,h
12036c,c,2021-06-26,2021-07-09,e
5869c,c,2018-07-16,2018-08-05,g
6180,b,2022-09-19,2022-09-23,i
8137c,i,2021-05-07,2021-05-11,d
2164c,f,2011-02-27,2011-03-14,a
6933c,i,2016-11-05,2016-11-23,f
14533c,c,2022-09-15,2022-09-24,i
4958c,g,2015-03-25,2015-03-29,g
204,c,2018-01-28,2018-02-01,e
9539c,j,2010-02-14,2010-02-20,d
14473c,b,2018-07-27,2018-08-03,e
1781c,b,2013-12-04,2013-12-21,f
9393c,h,2019-07-23,2019-07-25,i
4003c,c,2018-08-10,2018-08-11,a
9166,h,2012-02-10,2012-02-27,i
107,f,2011-01-05,2011-01-13,h
2782c,d,2017-01-11,2017-01-23,i
3617,g,2011-05-05,2011-05-07,h
7907c,e,2021-11-08,2021-11-14,c
7182c,f,2010-12-30,2011-01-09,f
14719c,i,2010-07-17,2010-07-20,a
4895c,i,2015-03-01,2015-03-18,g
5876c,g,2012-05-12,2012-06-01,c
9978,d,2015-12-08,2015-12-10,g
317,b,2011-10-10,2011-10-11,b
5850,d,2011-03-24,2011-04-13,j
3019c,c,2019-07-26,2019-08-03,j
7521c,a,2019-07-04,2019-07-16,f
8845,c,2014-06-05,2014-06-07,d
2393c,f,2011-07-19,2011-08-08,f
4687c,i,2018-04-21,2018-04-25,d
1292c,i,2011-05-03,2011-05-09,b
757c,b,2020-08-24,2020-09-03,g
1177c,d,2016-12-10,2016-12-30,g
10159c,d,2013-04-16,2013-05-05,i
1423c,f,2014-02-25,2014-03-15,f
14388c,g,2020-10-23,2020-10-24,c
3265,h,2016-04-11,2016-04-21,c
4151c,i,2010-03-09,2010-03-10,e
10790c,h,2015-05-29,2015-05-30,b
13662c,f,2021-01-18,2021-02-03,j
1032c,d,2015-10-04,2015-10-13,b
13315c,j,2012-07-21,2012-07-27,e
3102c,a,2018-12-03,2018-12-13,c
11365c,c,2020-01-06,2020-01-14,h
9623c,a,2011-07-28,2011-07-31,j
148,e,2014-02-21,2014-03-11,h
3184,j,2014-11-20,2014-11-25,c
6601c,i,2017-09-07,2017-09-25,e
2313,f,2012-09-22,2012-09-24,b
1966c,g,2010-09-10,2010-09-18,a
7776c,c,2013-09-08,2013-09-11,f
958c,i,2020-10-15,2020-10-28,e
4440c,h,2020-03-02,2020-03-10,g
10974c,j,2016-01-11,2016-01-29,b
4578c,j,2014-10-20,2014-11-07,d
8717c,f,2014-10-23,2014-11-05,c
8312,j,2013-02-09,2013-02-22,b
3932c,e,2018-11-16,2018-11-19,e
7950,d,2013-09-08,2013-09-22,b
2770,f,2012-04-08,2012-04-27,g
4222c,b,2013-09-09,2013-09-29,i
5839c,e,2020-03-11,2020-03-15,g
900c,g,2013-03-18,2013-04-06,c
449,h,2011-06-09,2011-06-10,f
9677,j,2021-09-17,2021-09-30,f
5143c,j,2012-09-05,2012-09-08,h
11905c,c,2015-09-27,2015-10-17,h
10691c,f,2021-08-12,2021-08-18,h
8063c,d,2011-06-23,2011-07-02,c
7564c,e,2022-10-15,2022-11-03,c
4296,b,2012-06-04,2012-06-24,j
9694c,d,2013-07-03,2013-07-19,a
6838c,h,2012-12-07,2012-12-10,i
2955,a,2010-01-02,2010-01-16,d
1825,f,2021-10-06,2021-10-11,f
7123c,e,2019-12-05,2019-12-15,d
8536c,e,2019-11-06,2019-11-12,i
1333,d,2020-03-10,2020-03-19,d
5187c,i,2012-04-21,2012-04-27,b
2820,h,2015-04-28,2015-04-30,d
5546,i,2013-09-09,2013-09-16,j
6094,g,2021-12-01,2021-12-09,a
7227,h,2016-06-12,2016-06-15,c
218c,i,2020-07-14,2020-07-21,c
9085c,d,2016-07-29,2016-07-31,i
6560,j,2015-03-10,2015-03-16,c
6184,h,2017-12-26,2018-01-12,d
3343,b,2013-11-20,2013-12-04,a
580,c,2020-02-15,2020-02-17,c
13102c,a,2014-04-23,2014-05-02,b
4563,d,2019-04-28,2019-05-15,a
3014c,j,2019-05-24,2019-06-13,d
4320c,b,2018-09-28,2018-10-16,c
6347c,i,2013-09-21,2013-09-27,e
2690,i,2016-06-18,2016-07-06,h
9836c,j,2022-10-13,2022-11-01,g
1867,e,2014-01-24,2014-02-01,j
1163,j,2019-11-29,2019-12-17,g
11897c,j,2015-02-07,2015-02-11,h
5223,i,2017-06-24,2017-07-02,j
9169c,j,2015-01-23,2015-02-10,h
6523,d,2012-04-27,2012-05-03,f
9871,f,2020-04-02,2020-04-18,d
12906c,d,2020-06-06,2020-06-08,a
2705c,f,2022-10-10,2022-10-24,h
183c,a,2016-09-29,2016-10-01,c
12265c,b,2013-09-13,2013-09-15,i
9179,h,2013-08-03,2013-08-14,c
2124c,e,2011-08-07,2011-08-13,e
4079,b,2014-04-20,2014-05-05,c
8401c,h,2018-08-09,2018-08-10,b
8058,a,2019-12-31,2020-01-13,c
6447c,i,2019-11-24,2019-12-10,f
10249c,b,2014-03-19,2014-04-03,f
2918,f,2017-08-01,2017-08-16,d
2149c,j,2022-01-04,2022-01-07,h
10366c,h,2010-12-07,2010-12-23,g
1818c,a,2010-09-30,2010-10-05,d
6966,d,2011-05-03,2011-05-08,f
12089c,g,2017-11-23,2017-11-25,e
573,j,2018-02-02,2018-02-05,d
6537,i,2019-03-09,2019-03-13,b
9650c,a,2014-08-09,2014-08-17,i
7001,a,2012-10-24,2012-11-05,g
13479c,a,2020-08-13,2020-08-28,b
3763c,j,2022-12-15,2022-12-29,b
8625c,e,2015-04-15,2015-04-24,j
5724,f,2012-04-30,2012-05-13,d
33,a,2011-04-17,2011-05-07,g
5361,i,2014-09-15,2014-09-23,f
2396c,a,2014-07-27,2014-08-16,a
10763c,d,2017-09-10,2017-09-17,d
2604c,d,2019-12-20,2019-12-21,a
2276c,h,2018-10-26,2018-11-11,a
4139,e,2019-06-13,2019-06-29,b
7799,e,2016-01-01,2016-01-15,a
9594c,j,2014-11-04,2014-11-20,c
4319c,d,2022-06-18,2022-07-05,c
7226c,j,2010-11-23,2010-12-03,i
2022,e,2016-03-09,2016-03-18,d
856,d,2016-05-05,2016-05-11,i
8091,i,2017-03-09,2017-03-25,h
7189c,f,2011-05-14,2011-05-25,e
6084c,d,2013-10-09,2013-10-12,i
3918c,d,2014-05-16,2014-05-18,f
4623,e,2020-06-14,2020-06-28,d
7893c,d,2018-05-16,2018-05-17,e
232,j,2012-02-08,2012-02-19,j
4702,a,2019-06-21,2019-06-24,g
6065,a,2022-02-20,2022-03-04,h
4257,c,2020-09-20,2020-09-29,d
6648c,a,2013-08-07,2013-08-23,d
8741,e,2010-06-02,2010-06-07,d
7094,f,2019-12-29,2020-01-13,j
9955c,a,2018-07-12,2018-07-21,i
1614,h,2018-11-18,2018-12-01,a
14486c,e,2020-09-03,2020-09-04,d
7873c,j,2011-12-21,2012-01-06,c
11941c,d,2014-10-31,2014-11-05,a
10248c,b,2010-10-20,2010-11-08,h
3380c,g,2011-11-08,2011-11-16,d
5091c,a,2014-03-24,2014-04-12,j
13093c,i,2022-03-24,2022-04-12,b
8321,c,2012-07-25,2012-08-04,i
4076c,j,2020-12-05,2020-12-12,h
2467,g,2018-03-11,2018-03-30,h
6530,f,2015-07-26,2015-08-03,j
4345,a,2018-02-13,2018-03-03,f
7042c,e,2022-08-08,2022-08-14,c
1488,d,2010-11-08,2010-11-09,d
8876,i,2020-02-27,2020-03-17,d
7782c,f,2017-10-11,2017-10-29,h
13813c,j,2018-09-30,2018-10-05,b
2479c,j,2017-02-27,2017-03-19,h
2444,c,2019-01-09,2019-01-27,e
511c,f,2015-07-22,2015-08-07,d
6858c,e,2010-08-05,2010-08-20,g
13860c,e,2010-10-07,2010-10-16,c
7464,f,2014-12-14,2014-12-18,d
2040c,b,2016-11-24,2016-11-30,f
5918c,h,2020-05-01,2020-05-04,h
9816,d,2022-10-07,2022-10-24,j
7863c,b,2020-09-26,2020-10-12,f
399c,e,2017-06-01,2017-06-08,g
11199c,a,2019-05-21,2019-06-10,d
6257c,f,2012-10-30,2012-10-31,g
2608c,c,2016-08-07,2016-08-21,j
5276,i,2020-10-17,2020-10-23,i
4951c,j,2021-07-12,2021-07-28,h
3097,c,2017-01-29,2017-02-18,e
3770c,j,2016-11-10,2016-11-14,g
13083c,h,2017-10-13,2017-10-29,b
4832c,f,2016-12-19,2017-01-01,h
7596c,a,2018-05-16,2018-05-29,h
259,i,2015-10-07,2015-10-20,e
2394,f,2018-07-31,2018-08-05,f
12271c,b,2020-09-24,2020-10-03,g
8572c,j,2013-06-07,2013-06-22,h
8977,c,2022-08-08,2022-08-23,g
11637c,e,2010-06-22,2010-07-01,c
13376c,f,2018-11-05,2018-11-16,h
2815c,f,2016-11-02,2016-11-13,f
4986,h,2016-11-01,2016-11-10,f
1331,g,2020-01-02,2020-01-11,c
9052c,h,2012-11-28,2012-12-16,f
6650,d,2013-12-19,2013-12-23,i
7902,b,2017-07-20,2017-07-27,b
9871,b,2019-07-28,2019-07-31,h
2243,a,2011-04-06,2011-04-13,g
9963c,j,2014-11-29,2014-12-14,c
3331c,a,2011-03-19,2011-04-02,j
1780c,d,2012-01-21,2012-02-07,f
14890c,f,2010-02-28,2010-03-19,f
2075,e,2015-10-03,2015-10-06,i
10290c,i,2017-10-26,2017-11-03,i
14225c,i,2015-05-28,2015-06-06,f
11447c,h,2012-10-11,2012-10-20,e
6304,h,2010-01-22,2010-02-10,g
6162,b,2014-12-02,2014-12-08,h
12818c,g,2013-08-06,2013-08-20,d
8506c,a,2021-02-11,2021-02-20,a
2597c,g,2015-07-02,2015-07-17,h
11866c,b,2014-10-02,2014-10-05,b
7309,c,2013-11-30,2013-12-12,c
11796c,g,2020-07-15,2020-07-26,f
7912,h,2018-03-11,2018-03-13,i
2049c,c,2014-02-09,2014-02-20,j
3144c,a,2017-07-19,2017-08-08,e
7132,f,2015-06-18,2015-07-08,c
7432c,j,2011-06-09,2011-06-17,j
7170,a,2011-10-23,2011-10-25,c
6711c,j,2017-05-27,2017-06-04,f
7820c,j,2021-08-21,2021-09-04,e
1046c,d,2019-01-04,2019-01-09,e
7506,d,2020-06-11,2020-06-16,e
4875c,j,2014-04-12,2014-04-26,f
229c,h,2014-08-12,2014-08-15,a
2310c,e,2015-06-02,2015-06-04,j
9283c,c,2019-08-23,2019-09-04,f
1479,h,2022-01-16,2022-02-05,a
7699,i,2013-07-01,2013-07-04,b
369c,g,2011-06-26,2011-07-01,d
8148,h,2017-05-08,2017-05-13,a
4508,f,2017-06-15,2017-06-30,j
8790c,g,2013-09-01,2013-09-09,e
4839c,g,2014-08-30,2014-09-05,i
8315c,b,2017-02-04,2017-02-12,h
11930c,f,2021-09-19,2021-09-23,a
4964c,a,2017-01-16,2017-01-21,i
6994c,h,2016-10-22,2016-10-28,e
1541c,e,2017-09-23,2017-10-01,c
5420c,e,2014-09-15,2014-09-30,g
4807c,e,2011-09-12,2011-09-27,g
4609c,i,2019-09-18,2019-10-06,f
4014c,c,2022-01-03,2022-01-15,i
5460,h,2010-09-11,2010-09-20,c
3296,h,2014-08-08,2014-08-14,g
7817c,i,2015-04-16,2015-05-06,e
7950c,j,2016-05-31,2016-06-16,a
9362c,c,2017-04-14,2017-05-04,g
1083,g,2012-09-23,2012-09-27,a
13814c,j,2022-08-03,2022-08-12,h
2322c,h,2018-09-27,2018-10-17,i
5488,i,2019-01-09,2019-01-20,a
6767,j,2018-12-28,2018-12-30,j
12745c,a,2015-02-09,2015-02-21,f
6043c,c,2018-01-08,2018-01-11,a
4845,c,2019-05-21,2019-05-26,g
2381,h,2014-04-14,2014-04-23,c
4818c,j,2016-06-18,2016-06-21,h
8303c,d,2012-02-25,2012-03-01,h
9593c,h,2019-01-22,2019-02-05,a
2862,e,2010-03-22,2010-03-28,d
3028c,j,2016-01-17,2016-01-21,c
14741c,c,2015-03-20,2015-04-04,i
8082c,i,2018-02-22,2018-03-03,c
3457,b,2014-12-08,2014-12-14,g
10017c,d,2014-02-19,2014-03-02,a
10990c,g,2014-06-28,2014-06-29,f
12826c,j,2010-09-05,2010-09-11,e
6700c,f,2019-01-02,2019-01-22,g
9048,g,2011-05-31,2011-06-14,f
12674c,f,2022-12-30,2022-12-31,e
9886c,b,2022-02-23,2022-03-15,e
3575,j,2010-08-22,2010-09-08,h
3184,i,2013-11-29,2013-12-02,e
13324c,a,2015-05-11,2015-05-14,h
13790c,e,2019-11-24,2019-12-14,i
38,h,2010-06-07,2010-06-12,f
6463,h,2020-08-03,2020-08-08,f
5816,i,2022-03-24,2022-03-28,g
9902c,h,2014-09-05,2014-09-10,d
7679,g,2015-06-29,2015-07-16,c
6215,f,2012-02-04,2012-02-10,c
3544c,d,2020-08-13,2020-08-26,i
5137c,b,2018-09-09,2018-09-25,a
8439c,j,2012-10-25,2012-11-09,e
5768c,f,2011-11-06,2011-11-21,d
1466,a,2014-05-08,2014-05-14,h
9999,i,2014-02-23,2014-03-10,e
13401c,a,2015-08-13,2015-08-27,e
6351,i,2016-03-21,2016-03-31,i
1235,i,2013-06-23,2013-07-04,e
9400c,f,2022-04-12,2022-04-30,b
13341c,h,2016-07-11,2016-07-14,a
8502c,c,2017-08-22,2017-09-05,b
408,g,2012-12-27,2012-12-31,e
2263,d,2013-10-14,2013-10-17,i
5127c,h,2015-06-03,2015-06-16,a
3700,e,2018-05-01,2018-05-12,h
11245c,j,2011-03-28,2011-04-11,f
9111c,j,2019-05-14,2019-06-03,j
13995c,c,2011-08-12,2011-08-25,d
4939c,e,2017-12-28,2018-01-04,b
3919,c,2017-06-21,2017-06-25,a
5520,a,2014-09-28,2014-10-11,h
10992c,e,2012-04-21,2012-04-27,b
2272,g,2020-06-07,2020-06-25,c
8350,a,2019-12-22,2020-01-03,a
1190c,f,2019-05-15,2019-05-22,i
10032c,d,2016-12-23,2016-12-27,a
6427,d,2021-10-21,2021-10-25,a
488,e,2014-10-18,2014-10-20,h
9054c,d,2016-03-02,2016-03-14,f
1249c,a,2016-05-14,2016-05-28,i
4828,f,2011-12-10,2011-12-24,g
9708c,g,2011-12-30,2012-01-14,b
6810,c,2015-08-10,2015-08-14,i
7105,c,2010-11-29,2010-12-01,c
8877,i,2019-06-28,2019-07-11,e
9505c,b,2018-11-03,2018-11-11,g
9315,f,2011-06-09,2011-06-13,h
5049,c,2018-10-07,2018-10-09,b
5980c,f,2010-01-02,2010-01-14,f
1411,f,2014-08-30,2014-09-07,e
1667c,b,2020-09-24,2020-10-13,i
6282,d,2021-09-14,2021-09-17,j
7707c,i,2016-08-27,2016-09-09,e
6243,c,2016-01-15,2016-01-16,i
216,g,2017-05-08,2017-05-16,c
5766c,e,2020-09-08,2020-09-27,b
8990,a,2017-06-28,2017-07-10,b
3073c,d,2014-06-10,2014-06-18,j
3864c,h,2019-04-13,2019-04-24,f
5511c,i,2016-03-13,2016-03-30,j
5375c,h,2019-08-31,2019-09-06,g
3817,c,2019-06-08,2019-06-14,f
10491c,g,2011-07-17,2011-07-19,b
7280,a,2019-02-20,2019-02-25,f
6303,c,2018-02-14,2018-02-24,h
851,c,2016-11-01,2016-11-14,g
11649c,e,2013-08-05,2013-08-08,b
1557c,g,2014-11-16,2014-11-21,h
7027c,h,2015-03-04,2015-03-06,i
12047c,h,2018-03-29,2018-04-17,c
4101c,c,2022-04-25,2022-05-05,g
8231,j,2019-01-01,2019-01-13,b
9343,f,2020-01-06,2020-01-21,b
2592c,b,2021-06-22,2021-06-26,b
9750c,c,2021-11-19,2021-11-29,b
2582c,g,2022-12-31,2023-01-09,h
6502c,a,2014-11-18,2014-12-06,h
2557,d,2022-12-16,2022-12-30,b
9269c,b,2017-04-06,2017-04-15,e
1579,g,2010-11-21,2010-11-28,g
11767c,f,2012-03-20,2012-04-08,e
95,h,2020-02-13,2020-02-24,c
4091,j,2018-06-10,2018-06-29,b
5624c,j,2019-11-10,2019-11-21,a
4667c,h,2020-10-10,2020-10-27,d
8945,a,2022-12-01,2022-12-10,f
12635c,a,2020-04-25,2020-04-29,a
228,d,2018-04-18,2018-04-19,d
4540,b,2017-05-31,2017-06-19,g
3443c,f,2016-01-29,2016-02-05,i
2542c,d,2012-08-13,2012-08-30,e
5736c,j,2014-12-17,2014-12-23,b
8530c,d,2021-10-21,2021-11-01,h
8778,e,2017-05-27,2017-05-30,e
5145,b,2013-01-08,2013-01-27,j
9292,f,2017-05-20,2017-06-06,a
4606c,c,2019-05-13,2019-05-30,j
4402,i,2015-03-12,2015-03-21,b
474,h,2015-12-25,2015-12-27,f
5401,b,2012-05-09,2012-05-26,d
4836c,f,2020-04-09,2020-04-20,e
10076c,i,2010-04-30,2010-05-06,g
5180c,b,2018-07-12,2018-07-29,c
14307c,c,2012-04-30,2012-05-09,a
10161c,c,2013-05-04,2013-05-05,c
4841c,h,2020-09-08,2020-09-10,d
3059c,j,2014-05-25,2014-06-10,f
4287,j,2012-12-19,2012-12-23,a
12895c,i,2012-02-12,2012-02-24,c
9320c,h,2020-11-21,2020-12-09,e
11931c,j,2022-02-15,2022-03-01,c
6721,g,2022-07-13,2022-07-23,e
11692c,f,2014-01-13,2014-01-24,i
977,j,2010-11-02,2010-11-16,f
6137,g,2018-09-17,2018-10-05,a
4813,a,2012-03-22,2012-03-23,j
8864,c,2018-05-05,2018-05-09,j
12356c,i,2016-12-07,2016-12-23,g
4226,f,2015-10-25,2015-10-28,c
6599,e,2022-04-17,2022-04-25,d
5823c,c,2015-12-31,2016-01-08,b
3491,b,2011-01-05,2011-01-17,i
5203c,a,2020-09-03,2020-09-18,d
7685c,c,2015-06-12,2015-06-27,j
13305c,d,2016-04-02,2016-04-06,f
5708c,i,2019-12-30,2020-01-15,b
14280c,d,2016-11-18,2016-12-08,g
13604c,f,2012-04-24,2012-05-11,j
7954c,d,2021-03-04,2021-03-10,a
6795c,h,2021-07-23,2021-08-01,i
10116c,h,2012-09-04,2012-09-19,d
8826,j,2017-09-01,2017-09-11,b
11763c,i,2018-03-31,2018-04-20,e
126,c,2017-06-15,2017-06-29,c
129c,h,2020-09-08,2020-09-20,h
7689,g,2015-11-18,2015-12-07,f
4309c,g,2010-09-19,2010-10-08,f
23c,g,2019-06-25,2019-07-12,i
3648c,b,2011-07-04,2011-07-12,i
12183c,g,2011-10-31,2011-11-04,b
2904c,c,2010-04-30,2010-05-16,i
1502,h,2016-06-13,2016-06-27,i
9321,d,2022-01-02,2022-01-10,c
1989c,c,2021-11-12,2021-11-24,h
6031c,a,2017-10-25,2017-11-11,f
11297c,c,2013-03-21,2013-03-30,g
2177,e,2014-06-16,2014-06-26,f
7119c,f,2013-04-22,2013-05-11,j
1865,f,2019-07-25,2019-08-11,j
6430,h,2014-02-24,2014-03-10,g
4018,b,2020-04-01,2020-04-03,b
7478c,i,2010-10-07,2010-10-25,i
3201c,c,2014-10-31,2014-11-16,g
4985c,f,2012-04-29,2012-05-05,f
3808c,j,2022-06-20,2022-07-04,j
5540,g,2020-10-20,2020-10-21,h
4668c,j,2019-05-28,2019-06-16,b
11442c,d,2015-02-28,2015-03-17,c
2007,b,2015-07-28,2015-08-09,j
7733c,j,2012-07-25,2012-08-10,i
6859,j,2018-06-15,2018-06-21,d
4406,f,2014-05-01,2014-05-09,j
12432c,d,2021-02-05,2021-02-10,j
8571c,i,2014-08-26,2014-09-10,b
9249c,f,2019-04-04,2019-04-06,f
3616c,d,2016-12-13,2016-12-20,c
10838c,b,2010-10-10,2010-10-21,d
11502c,j,2016-05-02,2016-05-22,a
2827,i,2014-02-02,2014-02-06,h
6952,c,2010-05-22,2010-05-24,c
1713c,d,2011-04-13,2011-04-26,d
7214c,e,2022-06-19,2022-06-26,c
11905c,a,2017-12-16,2018-01-03,c
4688c,g,2013-01-10,2013-01-15,a
6277,d,2018-04-24,2018-05-04,f
4065c,i,2010-10-26,2010-11-05,h
1815,i,2016-05-11,2016-05-29,d
13037c,j,2021-01-17,2021-02-06,d
2506c,d,2017-07-29,2017-08-02,d
4288,b,2014-06-17,2014-06-18,h
12127c,b,2013-02-04,2013-02-09,e
9588,h,2020-11-19,2020-12-03,j
6081,d,2015-07-25,2015-07-30,i
470,g,2012-11-28,2012-12-09,f
3872c,e,2016-02-09,2016-02-12,h
8897c,a,2017-05-16,2017-05-23,g
9712,g,2012-06-26,2012-07-14,i
4536,f,2012-05-21,2012-06-03,c
8426,e,2012-10-06,2012-10-19,b
10750c,g,2021-09-05,2021-09-23,i
7195,a,2021-04-27,2021-05-08,a
4324c,d,2013-03-24,2013-03-31,d
1357,e,2019-01-25,2019-02-02,a
11362c,b,2015-10-30,2015-11-13,a
12902c,j,2011-04-15,2011-05-03,c
2070,g,2018-09-14,2018-09-22,b
5732c,c,2016-12-21,2016-12-31,c
2782,g,2010-06-01,2010-06-03,a
14730c,c,2018-10-03,2018-10-16,b
8492,d,2012-05-08,2012-05-16,d
5720,b,2021-11-26,2021-12-03,g
9941,i,2018-08-07,2018-08-18,h
2271c,g,2016-10-17,2016-10-20,j
2157c,a,2022-11-09,2022-11-16,g
14948c,b,2020-06-20,2020-07-06,f
3447c,i,2017-09-17,2017-09-20,j
5335c,j,2021-06-04,2021-06-14,j
7987c,g,2017-03-16,2017-03-24,d
2289c,d,2018-09-25,2018-10-15,g
3797,g,2021-04-01,2021-04-11,h
9611c,c,2022-07-28,2022-08-02,c
5212c,h,2011-12-02,2011-12-07,c
1344,a,2020-01-01,2020-01-03,j
7034,i,2012-09-09,2012-09-28,d
11382c,d,2017-03-24,2017-03-30,c
5306c,j,2022-10-25,2022-11-01,c
3682c,d,2015-10-23,2015-11-07,f
10487c,a,2017-07-29,2017-08-12,f
13499c,j,2012-06-06,2012-06-14,a
14997c,j,2016-06-05,2016-06-15,a
9431c,a,2013-06-24,2013-07-01,g
4726,c,2012-07-16,2012-08-02,d
9243,h,2013-09-03,2013-09-14,c
826c,g,2015-07-11,2015-07-25,d
11673c,b,2021-05-18,2021-06-02,d
1039c,c,2015-03-23,2015-04-09,j
13456c,i,2013-04-26,2013-05-01,d
5295,g,2021-09-09,2021-09-29,e
8422,a,2015-09-01,2015-09-03,c
4253,j,2012-11-12,2012-11-25,i
8749,d,2014-05-01,2014-05-06,d
13233c,c,2017-01-09,2017-01-28,e
2437c,c,2017-07-15,2017-08-02,f
8366c,d,2013-08-19,2013-09-04,h
4779,a,2016-05-02,2016-05-12,g
5298c,e,2011-12-03,2011-12-06,e
378,b,2015-12-15,2015-12-22,h
867,i,2016-04-12,2016-04-21,b
2935,i,2017-02-10,2017-02-27,a
3144c,g,2012-01-21,2012-02-08,a
1954c,j,2020-09-13,2020-09-17,d
14104c,i,2011-06-15,2011-06-25,g
7868,d,2010-10-09,2010-10-27,e
2749c,e,2015-02-23,2015-03-08,g
5775,h,2018-06-01,2018-06-08,b
227,j,2015-01-11,2015-01-31,h
13997c,g,2012-08-04,2012-08-06,e
5253c,f,2011-10-16,2011-11-05,e
4832c,g,2010-08-19,2010-09-01,c
9374,h,2013-08-18,2013-08-27,f
2630,g,2018-12-13,2018-12-14,i
7953,a,2019-07-20,2019-07-30,f
10712c,c,2013-08-19,2013-09-01,b
9290,d,2021-11-26,2021-12-03,d
2793,j,2018-08-21,2018-08-30,h
9555c,g,2018-07-14,2018-07-30,d
5701,e,2020-01-21,2020-02-05,a
12187c,i,2018-09-23,2018-10-04,j
9858c,h,2016-03-18,2016-04-06,j
8836c,a,2022-07-22,2022-07-24,d
7225c,c,2018-09-19,2018-09-29,g
3820,a,2014-11-15,2014-11-28,b
11133c,d,2022-12-26,2023-01-09,h
6989c,e,2020-04-12,2020-05-02,d
6956c,h,2017-09-10,2017-09-30,i
3629c,j,2021-06-15,2021-06-26,f
6549c,h,2016-02-04,2016-02-18,e
3448,e,2021-06-25,2021-07-08,b
10548c,j,2015-11-06,2015-11-08,h
13728c,h,2021-11-19,2021-11-21,i
6923,j,2013-06-30,2013-07-08,e
9130,j,2012-01-02,2012-01-18,f
10554c,g,2011-01-18,2011-01-23,h
1138,f,2020-03-28,2020-04-08,b
14759c,h,2013-01-08,2013-01-17,g
3978,a,2010-02-11,2010-02-16,c
8438c,f,2022-10-06,2022-10-16,b
5834,e,2022-12-28,2023-01-14,b
12981c,j,2022-12-12,2022-12-27,i
5981,i,2019-02-21,2019-02-22,h
8086,f,2019-03-07,2019-03-26,i
5116,e,2013-10-31,2013-11-14,h
9041c,c,2016-08-01,2016-08-05,d
14951c,i,2010-11-03,2010-11-19,b
3626c,g,2020-06-18,2020-06-21,f
2522c,g,2018-01-18,2018-02-02,f
14401c,e,2017-04-14,2017-04-17,d
9657,j,2012-04-07,2012-04-25,g
13,h,2020-04-05,2020-04-22,e
1503,f,2020-06-29,2020-07-13,a
10495c,b,2021-10-01,2021-10-09,j
20c,d,2018-02-02,2018-02-20,h
8014c,i,2021-08-28,2021-09-14,b
1131,f,2016-11-21,2016-12-09,j
12048c,j,2011-01-20,2011-01-21,j
9442c,g,2012-11-08,2012-11-26,e
10728c,d,2022-06-06,2022-06-08,i
6441,i,2010-06-20,2010-06-22,h
1686,c,2014-03-31,2014-04-15,c
14090c,e,2020-08-25,2020-08-30,j
9760c,h,2018-07-27,2018-08-09,e
7505,e,2017-10-23,2017-11-11,h
9447c,h,2020-07-16,2020-07-18,f
12456c,d,2017-01-21,2017-02-10,j
13169c,j,2016-03-11,2016-03-23,h
11623c,j,2021-09-23,2021-10-03,i
5774c,g,2010-04-11,2010-04-26,j
14391c,h,2015-07-22,2015-07-31,e
2543c,h,2015-06-20,2015-06-21,f
13263c,f,2022-06-21,2022-06-27,h
863c,e,2020-01-05,2020-01-08,h
7592,e,2019-01-29,2019-02-11,b
9006,e,2010-11-27,2010-12-17,d
2275c,i,2010-11-10,2010-11-27,c
579c,d,2021-09-01,2021-09-13,j
8347,g,2010-04-22,2010-05-03,i
2442,g,2019-02-11,2019-02-14,i
5496c,a,2016-11-02,2016-11-03,h
445,e,2010-10-02,2010-10-20,c
4105,g,2010-07-28,2010-08-17,c
1502c,a,2013-06-10,2013-06-30,c
7365c,f,2019-07-12,2019-07-14,a
1078c,i,2013-04-26,2013-05-14,j
12008c,f,2021-09-11,2021-09-21,d
5944c,j,2015-08-02,2015-08-17,d
1424c,j,2016-03-07,2016-03-16,h
3106c,c,2010-05-27,2010-06-02,f
4903,d,2016-09-03,2016-09-10,f
2721c,d,2017-05-03,2017-05-20,f
866,j,2022-10-28,2022-11-03,f
5680c,e,2016-01-11,2016-01-17,e
3462,d,2021-02-18,2021-02-20,i
5352,g,2017-07-12,2017-07-15,c
6398c,j,2010-03-21,2010-04-10,g
7892,i,2022-01-12,2022-01-28,a
14154c,d,2022-11-30,2022-12-11,d
4847c,j,2017-04-26,2017-05-03,a
7437,e,2017-02-14,2017-02-20,h
8509c,g,2014-01-31,2014-02-14,j
7288,h,2021-01-07,2021-01-16,h
2726,g,2022-09-03,2022-09-14,j
9442,b,2013-06-05,2013-06-11,a
7659c,h,2021-06-06,2021-06-13,e
11551c,h,2010-02-03,2010-02-15,i
6667,j,2013-11-11,2013-11-23,j
1098c,f,2012-11-26,2012-12-04,j
6859c,j,2012-07-03,2012-07-12,a
8403,j,2012-12-23,2013-01-10,d
554,f,2010-08-07,2010-08-21,h
3618,d,2019-11-22,2019-12-01,d
2393c,g,2015-10-29,2015-11-07,e
